国家,确诊,治愈,死亡,日期
利比里亚,3,0,0,2020-03-24
特立尼达和多巴哥,50,0,0,2020-03-24
阿鲁巴,8,0,0,2020-03-24
乌干达,9,0,0,2020-03-24
蒙古,10,0,0,2020-03-24
开曼群岛,3,0,1,2020-03-24
巴哈马,4,0,0,2020-03-24
莫桑比克,1,0,0,2020-03-24
圭亚那,18,0,1,2020-03-24
巴巴多斯,5,0,0,2020-03-24
柬埔寨,84,2,0,2020-03-24
美属维尔京群岛,6,0,0,2020-03-24
黑山,27,0,0,2020-03-24
冰岛,588,0,1,2020-03-24
安哥拉,3,0,0,2020-03-24
不丹,2,0,0,2020-03-24
尼加拉瓜,2,0,0,2020-03-24
文莱,104,4,0,2020-03-24
毛里塔尼亚,2,0,0,2020-03-24
毛里求斯,36,2,2,2020-03-24
厄立特里亚,1,0,0,2020-03-24
新西兰,142,0,0,2020-03-24
中国,157266,140339,6507,2020-03-24
津巴布韦,2,0,1,2020-03-24
列支敦士登,46,0,0,2020-03-24
冈比亚,1,0,0,2020-03-24
叙利亚,1,0,0,2020-03-24
圣马丁岛,5,0,0,2020-03-24
梵蒂冈,1,0,0,2020-03-24
法属波利尼西亚,17,0,0,2020-03-24
安提瓜和巴布达,1,0,0,2020-03-24
格林那达,1,0,0,2020-03-24
圣卢西亚,2,0,0,2020-03-24
圣文森特和格林纳丁斯,1,0,0,2020-03-24
库拉索岛,3,0,1,2020-03-24
东帝汶,1,0,0,2020-03-24
蒙特塞拉特,1,0,0,2020-03-24
摩纳哥,23,0,0,2020-03-24
老挝,2,0,0,2020-03-24
斐济,2,0,0,2020-03-24
新喀里多尼亚,5,0,0,2020-03-24
伯利兹,1,0,0,2020-03-24
纳米比亚,3,0,0,2020-03-24
塞舌尔,7,0,0,2020-03-24
格陵兰,2,0,0,2020-03-24
巴布亚新几内亚,1,0,0,2020-03-24
圣巴泰勒米岛,3,0,0,2020-03-24
苏里南,6,0,0,2020-03-24
科索沃,31,0,1,2020-03-24
圣巴泰勒米,3,0,0,2020-03-24
美国,55243,354,802,2020-03-25
俄罗斯,658,29,1,2020-03-25
英国,8077,135,422,2020-03-25
巴西,2201,0,46,2020-03-25
意大利,70545,8326,6820,2020-03-25
西班牙,47610,5367,3434,2020-03-25
秘鲁,395,1,5,2020-03-25
法国,22300,3201,1100,2020-03-25
印度,606,42,10,2020-03-25
荷兰,6412,0,356,2020-03-25
土耳其,1872,0,44,2020-03-25
加拿大,2892,112,28,2020-03-25
比利时,4937,350,178,2020-03-25
卡塔尔,526,41,0,2020-03-25
巴基斯坦,998,6,7,2020-03-25
沙特阿拉伯,900,29,2,2020-03-25
新加坡,631,152,2,2020-03-25
厄瓜多尔,790,0,15,2020-03-25
葡萄牙,2362,22,29,2020-03-25
智利,922,17,2,2020-03-25
瑞典,2272,17,36,2020-03-25
白俄罗斯,86,22,0,2020-03-25
伊朗,27017,9625,2077,2020-03-25
孟加拉国,33,5,3,2020-03-25
阿联酋,333,52,2,2020-03-25
德国,35743,3290,187,2020-03-25
乌克兰,113,1,4,2020-03-25
哥伦比亚,378,6,3,2020-03-25
印度尼西亚,790,9,58,2020-03-25
波兰,901,13,10,2020-03-25
多米尼加,245,0,3,2020-03-25
墨西哥,405,1,5,2020-03-25
科威特,195,43,0,2020-03-25
爱尔兰,1329,0,7,2020-03-25
菲律宾,636,26,38,2020-03-25
巴拿马,443,0,6,2020-03-25
挪威,2796,0,12,2020-03-25
埃及,442,80,21,2020-03-25
南非,709,0,0,2020-03-25
日本,1277,285,44,2020-03-25
塞尔维亚,384,0,4,2020-03-25
罗马尼亚,576,31,7,2020-03-25
阿富汗,79,0,2,2020-03-25
阿根廷,387,1,6,2020-03-25
加纳,68,0,2,2020-03-25
尼日利亚,44,2,1,2020-03-25
巴林,419,190,3,2020-03-25
阿曼,99,17,0,2020-03-25
以色列,2030,58,5,2020-03-25
摩洛哥,170,6,5,2020-03-25
哈萨克斯坦,80,2,0,2020-03-25
摩尔多瓦,125,1,1,2020-03-25
玻利维亚,27,0,0,2020-03-25
阿尔及利亚,264,12,19,2020-03-25
捷克,1497,10,5,2020-03-25
亚美尼亚,265,16,0,2020-03-25
波多黎各,31,0,2,2020-03-25
奥地利,4876,9,28,2020-03-25
洪都拉斯,30,0,0,2020-03-25
丹麦,1591,1,32,2020-03-25
芬兰,792,10,1,2020-03-25
瑞士,8836,3,86,2020-03-25
苏丹,3,0,1,2020-03-25
匈牙利,226,21,10,2020-03-25
几内亚,2,0,0,2020-03-25
保加利亚,218,3,3,2020-03-25
塞内加尔,86,8,0,2020-03-25
危地马拉,20,0,1,2020-03-25
喀麦隆,72,0,1,2020-03-25
马来西亚,1796,199,19,2020-03-25
古巴,40,0,1,2020-03-25
马约特,24,0,0,2020-03-25
希腊,743,19,20,2020-03-25
索马里,1,0,0,2020-03-25
斯洛文尼亚,442,0,3,2020-03-25
萨尔瓦多,3,0,0,2020-03-25
刚果（金）,45,0,2,2020-03-25
阿塞拜疆,93,10,2,2020-03-25
科特迪瓦,73,3,0,2020-03-25
伊拉克,316,75,27,2020-03-25
马尔代夫,13,0,0,2020-03-25
加蓬,6,0,1,2020-03-25
韩国,9137,3730,126,2020-03-25
波黑,131,2,1,2020-03-25
几内亚比绍,2,0,0,2020-03-25
哥斯达黎加,158,0,2,2020-03-25
斯洛伐克,204,7,1,2020-03-25
黎巴嫩,333,8,4,2020-03-25
巴拉圭,37,0,3,2020-03-25
圣马力诺,187,2,20,2020-03-25
澳大利亚,2136,27,8,2020-03-25
赤道几内亚,9,0,0,2020-03-25
斯里兰卡,100,1,0,2020-03-25
乌兹别克斯坦,55,0,0,2020-03-25
赞比亚共和国,12,0,0,2020-03-25
立陶宛,209,1,1,2020-03-25
牙买加,19,0,1,2020-03-25
拉脱维亚,197,0,0,2020-03-25
肯尼亚,28,1,0,2020-03-25
留尼旺,71,0,0,2020-03-25
委内瑞拉,84,0,0,2020-03-25
吉尔吉斯斯坦,16,0,0,2020-03-25
爱沙尼亚,369,0,0,2020-03-25
北马其顿,136,1,2,2020-03-25
突尼斯,114,0,3,2020-03-25
塞浦路斯,124,0,1,2020-03-25
吉布提,11,0,0,2020-03-25
乍得,3,0,0,2020-03-25
刚果（布）,4,0,0,2020-03-25
坦桑尼亚,12,0,0,2020-03-25
马恩岛,13,0,0,2020-03-25
马里,2,0,0,2020-03-25
巴勒斯坦,59,17,0,2020-03-25
格鲁吉亚,73,10,0,2020-03-25
贝宁,5,0,0,2020-03-25
佛得角,3,0,0,2020-03-25
泽西岛,18,0,0,2020-03-25
克罗地亚,315,5,1,2020-03-25
安道尔,185,1,1,2020-03-25
根西岛,20,0,0,2020-03-25
尼泊尔,2,1,0,2020-03-25
海地,6,0,0,2020-03-25
卢森堡,1099,0,8,2020-03-25
中非共和国,4,0,0,2020-03-25
乌拉圭,189,0,0,2020-03-25
约旦,153,1,0,2020-03-25
法罗群岛,118,0,0,2020-03-25
阿尔巴尼亚,123,10,4,2020-03-25
尼日尔,7,0,0,2020-03-25
马提尼克,53,0,0,2020-03-25
斯威士兰,5,0,0,2020-03-25
泰国,934,70,4,2020-03-25
埃塞俄比亚,12,4,0,2020-03-25
法属圭亚那,20,0,0,2020-03-25
马耳他,107,0,0,2020-03-25
直布罗陀,15,0,0,2020-03-25
关岛,29,0,1,2020-03-25
越南,141,17,0,2020-03-25
瓜德罗普岛,62,0,0,2020-03-25
多哥,18,1,0,2020-03-25
卢旺达,40,0,0,2020-03-25
布基纳法索,114,5,4,2020-03-25
马达加斯加,19,0,0,2020-03-25
钻石公主号邮轮,712,574,10,2020-03-25
缅甸,2,0,0,2020-03-25
百慕大,6,0,0,2020-03-25
利比里亚,3,0,0,2020-03-25
特立尼达和多巴哥,51,0,0,2020-03-25
阿鲁巴,9,0,0,2020-03-25
乌干达,14,0,0,2020-03-25
蒙古,10,0,0,2020-03-25
开曼群岛,5,0,1,2020-03-25
巴哈马,4,0,0,2020-03-25
莫桑比克,3,0,0,2020-03-25
圭亚那,20,0,1,2020-03-25
巴巴多斯,17,0,0,2020-03-25
柬埔寨,93,2,0,2020-03-25
美属维尔京群岛,17,0,0,2020-03-25
黑山,27,0,0,2020-03-25
冰岛,648,0,2,2020-03-25
安哥拉,3,0,0,2020-03-25
不丹,2,0,0,2020-03-25
尼加拉瓜,2,0,0,2020-03-25
文莱,109,4,0,2020-03-25
毛里塔尼亚,2,0,0,2020-03-25
毛里求斯,48,0,2,2020-03-25
厄立特里亚,1,0,0,2020-03-25
新西兰,205,0,0,2020-03-25
中国,156814,140732,6495,2020-03-25
津巴布韦,3,0,1,2020-03-25
列支敦士登,46,0,0,2020-03-25
冈比亚,3,0,1,2020-03-25
叙利亚,4,0,0,2020-03-25
圣马丁岛,8,0,0,2020-03-25
梵蒂冈,1,0,0,2020-03-25
法属波利尼西亚,18,0,0,2020-03-25
利比亚,1,0,0,2020-03-25
安提瓜和巴布达,1,0,0,2020-03-25
格林那达,1,0,0,2020-03-25
圣卢西亚,3,0,0,2020-03-25
圣文森特和格林纳丁斯,1,0,0,2020-03-25
库拉索岛,4,0,1,2020-03-25
特克斯和凯科斯群岛,1,0,0,2020-03-25
东帝汶,1,0,0,2020-03-25
蒙特塞拉特,1,0,0,2020-03-25
摩纳哥,27,1,0,2020-03-25
老挝,3,0,0,2020-03-25
斐济,3,0,0,2020-03-25
新喀里多尼亚,8,0,0,2020-03-25
伯利兹,1,0,0,2020-03-25
多米尼克,1,0,0,2020-03-25
纳米比亚,7,0,0,2020-03-25
塞舌尔,7,0,0,2020-03-25
格陵兰,4,0,0,2020-03-25
巴布亚新几内亚,1,0,0,2020-03-25
圣巴泰勒米岛,3,0,0,2020-03-25
苏里南,6,0,0,2020-03-25
圣巴泰勒米,3,0,0,2020-03-25
美国,69194,619,1050,2020-03-26
俄罗斯,840,38,2,2020-03-26
英国,9529,135,465,2020-03-26
巴西,2433,0,57,2020-03-26
意大利,74386,9362,7503,2020-03-26
西班牙,56188,5367,4089,2020-03-26
秘鲁,480,1,5,2020-03-26
法国,25233,3900,1331,2020-03-26
印度,649,42,13,2020-03-26
荷兰,7431,0,434,2020-03-26
土耳其,2433,0,59,2020-03-26
加拿大,3409,183,36,2020-03-26
比利时,6235,350,220,2020-03-26
卡塔尔,537,41,0,2020-03-26
巴基斯坦,1016,6,8,2020-03-26
沙特阿拉伯,1012,29,3,2020-03-26
新加坡,683,152,2,2020-03-26
厄瓜多尔,1049,0,27,2020-03-26
葡萄牙,2995,22,33,2020-03-26
智利,922,17,2,2020-03-26
瑞典,2510,17,42,2020-03-26
白俄罗斯,86,22,0,2020-03-26
伊朗,29406,10457,2234,2020-03-26
孟加拉国,44,11,5,2020-03-26
阿联酋,333,52,2,2020-03-26
德国,38124,3547,207,2020-03-26
乌克兰,156,1,5,2020-03-26
哥伦比亚,470,6,3,2020-03-26
印度尼西亚,893,9,78,2020-03-26
波兰,901,13,10,2020-03-26
多米尼加,312,0,6,2020-03-26
墨西哥,475,1,6,2020-03-26
科威特,208,49,0,2020-03-26
爱尔兰,1564,0,9,2020-03-26
菲律宾,707,28,45,2020-03-26
巴拿马,558,0,6,2020-03-26
挪威,3041,0,14,2020-03-26
埃及,456,95,21,2020-03-26
南非,709,0,0,2020-03-26
日本,1398,359,47,2020-03-26
塞尔维亚,457,0,6,2020-03-26
罗马尼亚,907,31,17,2020-03-26
阿富汗,84,0,2,2020-03-26
阿根廷,502,1,8,2020-03-26
加纳,132,0,3,2020-03-26
尼日利亚,51,2,1,2020-03-26
巴林,457,204,4,2020-03-26
阿曼,109,23,0,2020-03-26
以色列,2666,58,8,2020-03-26
摩洛哥,225,7,6,2020-03-26
哈萨克斯坦,97,2,0,2020-03-26
摩尔多瓦,149,1,1,2020-03-26
玻利维亚,28,0,0,2020-03-26
阿尔及利亚,302,12,21,2020-03-26
捷克,1654,10,10,2020-03-26
亚美尼亚,290,18,0,2020-03-26
波多黎各,39,0,2,2020-03-26
奥地利,5560,9,30,2020-03-26
洪都拉斯,52,0,0,2020-03-26
丹麦,1724,1,34,2020-03-26
芬兰,880,10,3,2020-03-26
瑞士,9765,3,103,2020-03-26
苏丹,3,0,1,2020-03-26
匈牙利,261,28,10,2020-03-26
几内亚,11,0,0,2020-03-26
保加利亚,242,3,3,2020-03-26
塞内加尔,105,8,0,2020-03-26
危地马拉,21,0,1,2020-03-26
喀麦隆,75,3,1,2020-03-26
马来西亚,2031,215,23,2020-03-26
古巴,48,0,1,2020-03-26
马约特,30,0,0,2020-03-26
希腊,821,19,22,2020-03-26
索马里,2,0,0,2020-03-26
斯洛文尼亚,526,0,5,2020-03-26
萨尔瓦多,5,0,0,2020-03-26
刚果（金）,51,2,4,2020-03-26
阿塞拜疆,93,10,2,2020-03-26
科特迪瓦,73,3,0,2020-03-26
伊拉克,382,107,36,2020-03-26
马尔代夫,13,0,0,2020-03-26
加蓬,6,0,1,2020-03-26
韩国,9241,4144,131,2020-03-26
波黑,176,2,3,2020-03-26
几内亚比绍,2,0,0,2020-03-26
哥斯达黎加,201,0,2,2020-03-26
斯洛伐克,216,7,0,2020-03-26
黎巴嫩,368,20,6,2020-03-26
巴拉圭,37,0,3,2020-03-26
圣马力诺,187,2,21,2020-03-26
澳大利亚,2799,27,12,2020-03-26
赤道几内亚,11,0,0,2020-03-26
斯里兰卡,102,1,0,2020-03-26
乌兹别克斯坦,65,0,0,2020-03-26
赞比亚共和国,12,0,0,2020-03-26
立陶宛,255,1,3,2020-03-26
牙买加,21,0,1,2020-03-26
拉脱维亚,221,0,0,2020-03-26
肯尼亚,31,1,0,2020-03-26
留尼旺,83,0,0,2020-03-26
委内瑞拉,106,0,0,2020-03-26
吉尔吉斯斯坦,42,0,0,2020-03-26
爱沙尼亚,404,4,1,2020-03-26
北马其顿,148,1,2,2020-03-26
突尼斯,173,0,5,2020-03-26
塞浦路斯,132,0,3,2020-03-26
吉布提,11,0,0,2020-03-26
乍得,3,0,0,2020-03-26
刚果（布）,4,0,0,2020-03-26
坦桑尼亚,13,1,0,2020-03-26
马恩岛,23,0,0,2020-03-26
马里,2,0,0,2020-03-26
巴勒斯坦,64,16,1,2020-03-26
格鲁吉亚,77,10,0,2020-03-26
贝宁,5,0,0,2020-03-26
佛得角,3,1,0,2020-03-26
泽西岛,18,0,0,2020-03-26
克罗地亚,442,5,1,2020-03-26
安道尔,220,1,1,2020-03-26
根西岛,23,0,0,2020-03-26
尼泊尔,2,1,0,2020-03-26
海地,7,0,0,2020-03-26
卢森堡,1333,0,8,2020-03-26
中非共和国,4,0,0,2020-03-26
乌拉圭,217,6,0,2020-03-26
约旦,172,1,0,2020-03-26
法罗群岛,122,0,0,2020-03-26
阿尔巴尼亚,146,10,5,2020-03-26
尼日尔,7,0,0,2020-03-26
马提尼克,57,0,0,2020-03-26
斯威士兰,5,0,0,2020-03-26
泰国,1045,70,4,2020-03-26
埃塞俄比亚,12,4,0,2020-03-26
法属圭亚那,23,0,0,2020-03-26
马耳他,120,0,0,2020-03-26
直布罗陀,15,0,0,2020-03-26
关岛,32,0,1,2020-03-26
越南,153,17,0,2020-03-26
瓜德罗普岛,73,0,0,2020-03-26
多哥,20,1,0,2020-03-26
卢旺达,41,0,0,2020-03-26
布基纳法索,146,10,7,2020-03-26
马达加斯加,23,0,0,2020-03-26
钻石公主号邮轮,712,574,10,2020-03-26
缅甸,3,0,0,2020-03-26
百慕大,6,0,0,2020-03-26
利比里亚,3,0,0,2020-03-26
特立尼达和多巴哥,57,0,0,2020-03-26
阿鲁巴,12,0,0,2020-03-26
乌干达,14,0,0,2020-03-26
蒙古,11,0,0,2020-03-26
开曼群岛,5,0,1,2020-03-26
巴哈马,4,0,0,2020-03-26
莫桑比克,5,0,0,2020-03-26
圭亚那,23,0,0,2020-03-26
巴巴多斯,18,0,0,2020-03-26
柬埔寨,96,2,0,2020-03-26
美属维尔京群岛,17,0,0,2020-03-26
黑山,53,0,0,2020-03-26
冰岛,739,0,2,2020-03-26
安哥拉,3,0,0,2020-03-26
不丹,2,0,0,2020-03-26
尼加拉瓜,2,0,0,2020-03-26
文莱,114,5,0,2020-03-26
毛里塔尼亚,3,0,0,2020-03-26
毛里求斯,52,0,2,2020-03-26
厄立特里亚,4,0,0,2020-03-26
新西兰,278,0,0,2020-03-26
中国,159031,143411,6548,2020-03-26
津巴布韦,3,0,1,2020-03-26
列支敦士登,47,0,0,2020-03-26
冈比亚,3,0,1,2020-03-26
叙利亚,5,0,0,2020-03-26
圣马丁岛,8,0,0,2020-03-26
梵蒂冈,1,0,0,2020-03-26
法属波利尼西亚,25,0,0,2020-03-26
利比亚,1,0,0,2020-03-26
安提瓜和巴布达,3,0,0,2020-03-26
格林那达,1,0,0,2020-03-26
圣卢西亚,3,0,0,2020-03-26
圣文森特和格林纳丁斯,1,0,0,2020-03-26
库拉索岛,6,0,1,2020-03-26
特克斯和凯科斯群岛,1,0,0,2020-03-26
东帝汶,1,0,0,2020-03-26
蒙特塞拉特,1,0,0,2020-03-26
摩纳哥,31,1,0,2020-03-26
老挝,6,0,0,2020-03-26
斐济,4,0,0,2020-03-26
新喀里多尼亚,10,0,0,2020-03-26
伯利兹,1,0,0,2020-03-26
多米尼克,2,0,0,2020-03-26
纳米比亚,7,0,0,2020-03-26
塞舌尔,7,0,0,2020-03-26
格陵兰,4,0,0,2020-03-26
巴布亚新几内亚,1,0,0,2020-03-26
圣巴泰勒米岛,3,0,0,2020-03-26
苏里南,6,0,0,2020-03-26
圣巴泰勒米,3,0,0,2020-03-26
美国,85840,713,1296,2020-03-27
俄罗斯,1036,45,3,2020-03-27
英国,14579,135,759,2020-03-27
巴西,2915,0,77,2020-03-27
意大利,81129,10361,8215,2020-03-27
西班牙,64059,7015,4858,2020-03-27
秘鲁,580,14,9,2020-03-27
法国,29155,4948,1696,2020-03-27
印度,724,66,17,2020-03-27
荷兰,8603,0,546,2020-03-27
土耳其,3629,26,75,2020-03-27
加拿大,4043,202,39,2020-03-27
比利时,7284,350,289,2020-03-27
卡塔尔,549,43,0,2020-03-27
巴基斯坦,1179,21,9,2020-03-27
沙特阿拉伯,1104,29,3,2020-03-27
新加坡,732,172,2,2020-03-27
厄瓜多尔,1382,0,34,2020-03-27
葡萄牙,3544,22,60,2020-03-27
智利,1306,17,3,2020-03-27
瑞典,2806,17,66,2020-03-27
白俄罗斯,86,22,0,2020-03-27
伊朗,32332,11133,2378,2020-03-27
孟加拉国,48,11,5,2020-03-27
阿联酋,333,52,2,2020-03-27
德国,43211,5678,262,2020-03-27
乌克兰,218,1,5,2020-03-27
哥伦比亚,491,8,6,2020-03-27
印度尼西亚,1046,9,87,2020-03-27
波兰,1221,13,16,2020-03-27
多米尼加,392,0,10,2020-03-27
墨西哥,585,1,8,2020-03-27
科威特,225,57,0,2020-03-27
爱尔兰,1819,0,19,2020-03-27
菲律宾,803,31,54,2020-03-27
巴拿马,674,0,8,2020-03-27
挪威,3315,0,14,2020-03-27
埃及,495,102,24,2020-03-27
南非,927,1,1,2020-03-27
日本,1503,359,51,2020-03-27
塞尔维亚,528,0,5,2020-03-27
罗马尼亚,907,31,17,2020-03-27
阿富汗,95,0,2,2020-03-27
阿根廷,589,1,12,2020-03-27
加纳,136,1,3,2020-03-27
尼日利亚,65,2,1,2020-03-27
巴林,466,227,4,2020-03-27
阿曼,131,23,0,2020-03-27
以色列,3035,79,10,2020-03-27
摩洛哥,275,8,10,2020-03-27
哈萨克斯坦,135,3,1,2020-03-27
摩尔多瓦,177,1,1,2020-03-27
玻利维亚,39,0,0,2020-03-27
阿尔及利亚,367,12,25,2020-03-27
捷克,2062,10,9,2020-03-27
亚美尼亚,329,18,1,2020-03-27
波多黎各,51,0,2,2020-03-27
奥地利,6398,9,49,2020-03-27
洪都拉斯,68,0,1,2020-03-27
丹麦,1877,1,41,2020-03-27
芬兰,880,10,5,2020-03-27
瑞士,11811,3,161,2020-03-27
苏丹,3,0,1,2020-03-27
匈牙利,300,34,10,2020-03-27
几内亚,12,0,0,2020-03-27
保加利亚,264,3,3,2020-03-27
塞内加尔,119,11,0,2020-03-27
危地马拉,24,0,1,2020-03-27
喀麦隆,88,2,2,2020-03-27
马来西亚,2161,259,26,2020-03-27
古巴,57,0,1,2020-03-27
马约特,35,0,0,2020-03-27
希腊,892,19,26,2020-03-27
索马里,3,0,0,2020-03-27
斯洛文尼亚,528,0,5,2020-03-27
萨尔瓦多,13,0,0,2020-03-27
刚果（金）,54,2,5,2020-03-27
阿塞拜疆,165,15,3,2020-03-27
科特迪瓦,96,3,0,2020-03-27
伊拉克,458,122,40,2020-03-27
马尔代夫,13,0,0,2020-03-27
加蓬,7,0,1,2020-03-27
韩国,9332,4528,139,2020-03-27
波黑,176,2,3,2020-03-27
几内亚比绍,2,0,0,2020-03-27
哥斯达黎加,231,0,2,2020-03-27
斯洛伐克,269,7,0,2020-03-27
黎巴嫩,391,23,6,2020-03-27
巴拉圭,41,0,3,2020-03-27
圣马力诺,208,2,21,2020-03-27
澳大利亚,2985,119,12,2020-03-27
赤道几内亚,12,0,0,2020-03-27
斯里兰卡,106,6,0,2020-03-27
乌兹别克斯坦,83,0,0,2020-03-27
赞比亚共和国,22,0,0,2020-03-27
立陶宛,290,1,4,2020-03-27
牙买加,26,0,1,2020-03-27
拉脱维亚,244,0,0,2020-03-27
肯尼亚,31,1,1,2020-03-27
留尼旺,94,0,0,2020-03-27
委内瑞拉,107,0,0,2020-03-27
吉尔吉斯斯坦,44,0,0,2020-03-27
爱沙尼亚,538,4,1,2020-03-27
北马其顿,177,1,2,2020-03-27
突尼斯,227,0,6,2020-03-27
塞浦路斯,132,0,3,2020-03-27
吉布提,12,0,0,2020-03-27
乍得,3,0,0,2020-03-27
刚果（布）,4,0,0,2020-03-27
坦桑尼亚,13,1,0,2020-03-27
马恩岛,23,0,0,2020-03-27
马里,3,0,0,2020-03-27
巴勒斯坦,84,16,1,2020-03-27
格鲁吉亚,81,13,0,2020-03-27
贝宁,5,0,0,2020-03-27
佛得角,3,1,1,2020-03-27
泽西岛,18,0,0,2020-03-27
克罗地亚,442,5,1,2020-03-27
安道尔,263,1,3,2020-03-27
根西岛,30,0,0,2020-03-27
尼泊尔,4,1,0,2020-03-27
海地,8,0,0,2020-03-27
卢森堡,1453,0,9,2020-03-27
中非共和国,5,0,0,2020-03-27
乌拉圭,238,6,0,2020-03-27
约旦,212,1,0,2020-03-27
法罗群岛,132,0,0,2020-03-27
阿尔巴尼亚,186,10,8,2020-03-27
尼日尔,8,0,1,2020-03-27
马提尼克,66,0,1,2020-03-27
斯威士兰,8,0,0,2020-03-27
泰国,1136,97,5,2020-03-27
埃塞俄比亚,16,4,0,2020-03-27
法属圭亚那,28,0,0,2020-03-27
马耳他,129,0,0,2020-03-27
直布罗陀,26,0,0,2020-03-27
关岛,37,0,1,2020-03-27
越南,163,20,0,2020-03-27
瓜德罗普岛,76,0,0,2020-03-27
多哥,23,1,0,2020-03-27
卢旺达,50,0,0,2020-03-27
布基纳法索,152,10,7,2020-03-27
马达加斯加,24,0,0,2020-03-27
钻石公主号邮轮,712,574,10,2020-03-27
缅甸,5,0,0,2020-03-27
百慕大,7,0,0,2020-03-27
利比里亚,3,0,0,2020-03-27
特立尼达和多巴哥,60,0,1,2020-03-27
阿鲁巴,19,0,0,2020-03-27
乌干达,18,0,0,2020-03-27
蒙古,11,0,0,2020-03-27
开曼群岛,8,0,1,2020-03-27
巴哈马,5,0,0,2020-03-27
莫桑比克,7,0,0,2020-03-27
圭亚那,28,0,1,2020-03-27
巴巴多斯,18,0,0,2020-03-27
柬埔寨,96,2,0,2020-03-27
美属维尔京群岛,17,0,0,2020-03-27
黑山,53,0,1,2020-03-27
冰岛,802,56,2,2020-03-27
安哥拉,4,0,0,2020-03-27
不丹,2,0,0,2020-03-27
尼加拉瓜,2,0,0,2020-03-27
文莱,115,11,0,2020-03-27
毛里塔尼亚,3,0,0,2020-03-27
毛里求斯,94,0,2,2020-03-27
厄立特里亚,6,0,0,2020-03-27
新西兰,338,37,0,2020-03-27
中国,157599,142839,6522,2020-03-27
津巴布韦,5,0,1,2020-03-27
列支敦士登,51,0,0,2020-03-27
冈比亚,3,0,1,2020-03-27
叙利亚,5,0,0,2020-03-27
圣马丁岛,11,0,0,2020-03-27
梵蒂冈,4,0,0,2020-03-27
法属波利尼西亚,25,0,0,2020-03-27
利比亚,1,0,0,2020-03-27
安提瓜和巴布达,3,0,0,2020-03-27
格林那达,1,0,0,2020-03-27
圣卢西亚,3,0,0,2020-03-27
圣文森特和格林纳丁斯,1,0,0,2020-03-27
库拉索岛,6,0,1,2020-03-27
特克斯和凯科斯群岛,1,0,0,2020-03-27
东帝汶,1,0,0,2020-03-27
蒙特塞拉特,2,0,0,2020-03-27
摩纳哥,33,1,0,2020-03-27
老挝,6,0,0,2020-03-27
斐济,5,0,0,2020-03-27
新喀里多尼亚,14,0,0,2020-03-27
伯利兹,2,0,0,2020-03-27
多米尼克,7,0,0,2020-03-27
圣其茨和尼维斯,2,0,0,2020-03-27
纳米比亚,8,0,0,2020-03-27
塞舌尔,7,0,0,2020-03-27
格陵兰,5,0,0,2020-03-27
巴布亚新几内亚,1,0,0,2020-03-27
圣巴泰勒米岛,3,0,0,2020-03-27
苏里南,7,0,0,2020-03-27
圣巴泰勒米,3,0,0,2020-03-27
美国,105470,2072,1710,2020-03-28
俄罗斯,1264,49,4,2020-03-28
英国,17089,135,1019,2020-03-28
巴西,3417,0,92,2020-03-28
意大利,87275,10950,9258,2020-03-28
西班牙,72248,12285,5690,2020-03-28
秘鲁,635,14,11,2020-03-28
法国,33414,5700,1995,2020-03-28
印度,1155,35,102,2020-03-28
荷兰,9762,2954,639,2020-03-28
土耳其,5698,42,92,2020-03-28
加拿大,4760,345,56,2020-03-28
比利时,9134,350,353,2020-03-28
卡塔尔,562,43,0,2020-03-28
巴基斯坦,1296,23,9,2020-03-28
沙特阿拉伯,1203,37,4,2020-03-28
新加坡,802,183,2,2020-03-28
厄瓜多尔,1382,0,34,2020-03-28
葡萄牙,4268,22,76,2020-03-28
智利,1610,43,5,2020-03-28
瑞典,3088,17,106,2020-03-28
白俄罗斯,86,22,0,2020-03-28
伊朗,35408,11679,2517,2020-03-28
孟加拉国,48,11,5,2020-03-28
阿联酋,468,55,2,2020-03-28
德国,52802,6932,378,2020-03-28
乌克兰,310,1,5,2020-03-28
哥伦比亚,539,10,6,2020-03-28
印度尼西亚,1155,35,102,2020-03-28
波兰,1389,13,16,2020-03-28
多米尼加,488,0,10,2020-03-28
墨西哥,717,1,12,2020-03-28
科威特,235,64,0,2020-03-28
爱尔兰,2121,0,22,2020-03-28
菲律宾,1075,35,68,2020-03-28
巴拿马,786,0,14,2020-03-28
挪威,3771,0,19,2020-03-28
埃及,536,116,30,2020-03-28
南非,1170,1,1,2020-03-28
日本,1724,372,54,2020-03-28
塞尔维亚,659,0,10,2020-03-28
罗马尼亚,1292,115,24,2020-03-28
阿富汗,110,0,2,2020-03-28
阿根廷,690,1,17,2020-03-28
加纳,137,2,4,2020-03-28
尼日利亚,81,3,1,2020-03-28
巴林,473,254,4,2020-03-28
阿曼,152,23,0,2020-03-28
以色列,3460,79,12,2020-03-28
摩洛哥,358,11,23,2020-03-28
哈萨克斯坦,191,4,1,2020-03-28
摩尔多瓦,199,10,2,2020-03-28
玻利维亚,39,0,0,2020-03-28
阿尔及利亚,409,29,26,2020-03-28
捷克,2422,11,9,2020-03-28
亚美尼亚,372,28,1,2020-03-28
波多黎各,64,0,2,2020-03-28
奥地利,7697,225,58,2020-03-28
洪都拉斯,68,0,1,2020-03-28
丹麦,2046,1,52,2020-03-28
芬兰,1163,10,9,2020-03-28
瑞士,13213,1530,235,2020-03-28
